glct-3	T15D6.7	100.000	304	0	0	1	304	1	304	0.0	628
glct-3	E03H4.12	73.092	249	66	1	55	303	32	279	1.24e-135	390
glct-3	CTROP.Csp11.Scaffold629.g15710.t1	64.945	271	81	2	47	303	11	281	1.54e-130	375
glct-3	T09E11.1	72.065	247	67	1	57	303	38	282	2.78e-130	375
glct-3	CBG08282	64.211	285	83	2	38	303	21	305	3.56e-129	373
glct-3	W07G9.2a	65.759	257	79	1	56	303	47	303	6.03e-125	362
glct-3	C54C8.5	64.615	260	88	2	46	303	46	303	1.71e-123	358
glct-3	C47F8.4	64.259	263	91	2	43	303	39	300	2.41e-116	340
glct-3	CBG08285	61.111	252	95	3	53	303	3	252	8.79e-107	314
glct-3	CTROP.Csp11.Scaffold629.g11814.t1	51.709	234	99	2	79	303	1	229	2.27e-81	249
glct-3	CBG08283	44.444	315	105	5	59	303	1	315	8.80e-81	250
glct-3	CBG01067	40.977	266	130	8	51	300	90	344	1.22e-51	176
glct-3	CTROP.Csp11.Scaffold629.g8818.t1	40.385	260	132	7	51	298	90	338	1.99e-51	176
glct-3	CBG18701	50.549	91	45	0	196	286	424	514	4.11e-22	99.8
